120	-0.207310749629923	-0.207429766894894	-0.71180754557299	-0.919118295202913	-0.711702422904601
121	-0.201059723750809	-0.201179603658079	-0.705871294402246	-0.906931018153055	-0.705767857784312
122	-0.19482114788019	-0.194941891145751	-0.699997884998498	-0.894819032878688	-0.699896097790182
123	-0.188594645469048	-0.18871625276328	-0.694186224519194	-0.882780869988242	-0.694086051073628
124	-0.182379845460893	-0.182502317409468	-0.688435246411799	-0.870815091872692	-0.68833665204385
125	-0.176176382217336	-0.1762997194021	-0.682743909595941	-0.858920291813277	-0.682646860551187
126	-0.169983895443611	-0.170108098403446	-0.677111197677103	-0.847095093120714	-0.677015661101983
127	-0.163802030114132	-0.163927099345797	-0.671536118190416	-0.835338148304548	-0.671442062103488
128	-0.157630436398171	-0.157756372357122	-0.666017701873168	-0.823648138271339	-0.665925095137435
129	-0.151468769585751	-0.151595572686942	-0.660555001964705	-0.812023771550456	-0.660463814260966
130	-0.145316690013813	-0.145444360632476	-0.655147093532511	-0.800463783546324	-0.655057295333686
131	-0.139173862992735	-0.139302401465144	-0.649793072823265	-0.788966935816	-0.64970463536966
132	-0.133039958733266	-0.133169365357478	-0.644492056637788	-0.777532015371054	-0.644404951913259
133	-0.126914652273917	-0.127044927310501	-0.639243181728805	-0.766157834002722	-0.639157382437782
134	-0.120797623408877	-0.120928767081623	-0.634045604220541	-0.754843227629418	-0.633961083765878
135	-0.114688556616489	-0.114820569113096	-0.628898499049183	-0.743587055665672	-0.628815231510799
136	-0.108587140988326	-0.108720022461079	-0.623801059423326	-0.732388200411652	-0.623719019537608
137	-0.102493070158911	-0.10262682072534	-0.618752496303534	-0.721245566462445	-0.618671659443466
138	-0.0964060422361068	-0.0965406619796278	-0.613752037900215	-0.710158080136321	-0.613672380056205
139	-0.0903257597322087	-0.0904612487027521	-0.608798929189024	-0.699124688921232	-0.608720426950408
140	-0.0842519294957646	-0.084388287710387	-0.603892431443079	-0.688144360938843	-0.603815061980263
141	-0.0781842626441452	-0.0783214900876269	-0.599031821781273	-0.677216084425418	-0.598955562828498
142	-0.0721224744968843	-0.0722605711223125	-0.594216392732031	-0.666338867228916	-0.594141222570729
143	-0.0660662845098067	-0.0662052502391445	-0.589445451811876	-0.655511736321683	-0.589371349254599
144	-0.0600154162099574	-0.0601552509345996	-0.584718321118197	-0.644733737328155	-0.584645265493093
145	-0.0539695971313466	-0.0541103007126619	-0.580034336935656	-0.634003934067003	-0.579962308071475
146	-0.047928558751518	-0.0480701310213783	-0.575392849355679	-0.623321408107197	-0.575321827567284
147	-0.0418920364289525	-0.0420344771902497	-0.570793221908514	-0.612685258337466	-0.570723187982878
148	-0.0358597693413102	-0.0360030783684607	-0.566234831207359	-0.602094600548669	-0.566165766390034
149	-0.0298315004245192	-0.0299756774639562	-0.56171706660409	-0.591548567028609	-0.561648952586122
150	-0.0238069763127124	-0.0239520210833668	-0.557239329856126	-0.581046306168838	-0.557172148761409
