0.124492	6.34655e-18	-1.20271e-12	-1.2027e-12
0.124747	9.30083e-19	1.20555e-12	1.20555e-12
0.155944	3.26463e-18	-1.50869e-12	-1.5087e-12
0.155654	-2.53862e-18	1.5068e-12	1.50679e-12
-5.07724e-18	0.249079	7.15699e-12	7.15699e-12
1.31158e-22	-1.94939e-39	1.26752e-33	1.26752e-33
-0	0.249199	1.205e-12	1.20503e-12
0.249079	3.80793e-18	9.08826e-16	9.03749e-16
0.404421	1.52317e-17	-3.90691e-12	-3.90689e-12
0.0311218	1.01545e-17	3.01293e-13	3.01304e-13
0.124494	0.249083	-0.248988	-0.248988
0.124492	0	-1.2027e-12	-1.2027e-12
0.124494	0.249202	0.248988	0.248988
0.124492	6.34655e-18	-1.20271e-12	-1.2027e-12
0.124492	6.34655e-18	-1.20271e-12	-1.2027e-12
0.124492	6.34655e-18	-1.20271e-12	-1.2027e-12
0.124747	9.30083e-19	1.20555e-12	1.20555e-12
0.155944	3.26463e-18	-1.50869e-12	-1.5087e-12
0.155654	-2.53862e-18	1.5068e-12	1.50679e-12
-5.07724e-18	0.249079	7.15699e-12	7.15699e-12
1.31158e-22	-1.94939e-39	1.26752e-33	1.26752e-33
-0	0.249199	1.205e-12	1.20503e-12
0.249079	3.80793e-18	9.08826e-16	9.03749e-16
0.404421	1.52317e-17	-3.90691e-12	-3.90689e-12
0.0311218	1.01545e-17	3.01293e-13	3.01304e-13
0.124494	0.249083	-0.248988	-0.248988
0.124492	0	-1.2027e-12	-1.2027e-12
0.124494	0.249202	0.248988	0.248988
0.0311579	1.01545e-17	-3.02381e-13	-3.0238e-13
0.405037	2.95677e-18	3.91752e-12	3.91752e-12
0.124748	0.249079	0.249335	0.249335
0.124747	-1.26931e-18	1.20554e-12	1.20556e-12
0.124748	0.249199	-0.249455	-0.249455
0.0622598	1.26931e-18	-3.29555e-15	-3.27821e-15
0.155947	0.249081	-0.373939	-0.373939
0.155944	1.00124e-17	-1.5087e-12	-1.50869e-12
0.155947	0.2492	0.374059	0.374059
0.155656	0.249083	0.373607	0.373607
0.155654	-3.09213e-18	1.50679e-12	1.5068e-12
0.155656	0.249202	-0.373666	-0.373666
-0	0.249079	1.54927e-11	1.54927e-11
-5.16944e-18	3.82036e-08	-4.14303e-15	-4.13287e-15
-0	0.249199	-7.17489e-12	-7.17484e-12
