0.124373	2.53862e-18	-1.2004e-12	-1.2004e-12
0.124747	9.30083e-19	1.20555e-12	1.20555e-12
0.155929	2.27277e-18	-1.50956e-12	-1.50955e-12
0.155535	9.11696e-19	1.50738e-12	1.50738e-12
-5.07724e-18	0.249079	7.157e-12	7.15698e-12
1.31158e-22	-1.94939e-39	1.26752e-33	1.26752e-33
-0	0.249199	1.205e-12	1.20503e-12
0.24896	-2.53862e-18	5.53419e-15	5.5545e-15
0.40402	-1.74345e-17	-3.90264e-12	-3.90262e-12
0.0311219	-2.91743e-17	3.02464e-13	3.02449e-13
0.124377	0.249087	-0.248873	-0.248873
0.124373	1.26931e-18	-1.20041e-12	-1.20039e-12
0.124377	0.249206	0.248873	0.248873
0.031143	5.07724e-18	-3.02075e-13	-3.02075e-13
0.404918	-1.39624e-17	3.92274e-12	3.92274e-12
0.12475	0.249079	0.249337	0.249337
0.124747	-2.53862e-18	1.20555e-12	1.20556e-12
0.12475	0.249199	-0.249457	-0.249457
0.0622153	-2.47515e-17	-6.76796e-15	-6.78319e-15
0.155934	0.249083	-0.373914	-0.373914
0.155929	2.85595e-18	-1.50956e-12	-1.50956e-12
0.155934	0.249202	0.374033	0.374033
